""	peer1	peer2	peer3	peer4	peer5	peer6	peer7	peer8	peer9	peer10	peer11	peer12	peer13	peer14	peer15	peer16	peer17	peer18	peer19	peer20	peer21	peer22
Fam16_Clone2_Pass27	1	0.164138063788414	-0.0788161903619766	-1.01610505580902	0.116987578570843	1.73428893089294	-1.06976342201233	0.667014062404633	0.0941214486956596	0.688273072242737	-0.474531590938568	-0.388709604740143	0.486400872468948	1.65797686576843	-0.191914662718773	-0.778408348560333	0.0406408607959747	0.158282518386841	-1.11416339874268	-0.127794116735458	-0.497097432613373	-0.637036263942719
Fam112_Clone4_Pass19	1	0.0727424621582031	0.109202191233635	-0.737351834774017	0.846031367778778	-1.25692844390869	0.131743177771568	0.739591479301453	1.5806291103363	0.26868399977684	1.42079722881317	-1.54014575481415	-0.777940452098846	0.125385284423828	0.00862853229045868	1.01165819168091	-0.826634645462036	-0.307541638612747	-0.148761585354805	0.957247674465179	-0.62969708442688	-0.63152551651001
Fam17_Clone5_Pass19	1	-0.0252612493932247	0.221971526741982	-0.246067896485329	0.692842960357666	-0.296656012535095	-0.316442340612412	0.72074830532074	0.519572556018829	0.115017421543598	-1.49302637577057	0.172253549098969	-0.612316727638245	0.372105479240418	1.06269729137421	0.270650595426559	0.110430665314198	0.433181136846542	0.502119481563568	-0.616343975067139	0.874617040157318	0.134956702589989
Fam3_Clone2_Pass24	1	0.262052088975906	-0.383339136838913	0.479519695043564	-1.59765875339508	0.132149875164032	1.13023710250855	0.438302040100098	0.774309754371643	1.23883163928986	-1.58701825141907	1.79276704788208	-0.389395177364349	0.480543285608292	0.213032841682434	-0.373224645853043	-0.393110036849976	-0.792145311832428	-0.117369957268238	0.491429030895233	-0.743666350841522	-0.356697380542755
Fam11_Clone2_Pass20	1	-0.0590822845697403	0.0987856835126877	-0.0742218717932701	-0.283319711685181	0.0592539943754673	-0.504164516925812	-0.0321372151374817	-0.819042682647705	0.028928330168128	-1.03589880466461	-0.916680872440338	0.684682488441467	-0.149496197700501	-1.68715476989746	0.610060930252075	0.417189985513687	0.617499649524689	-0.550269067287445	0.131755262613297	-0.116139717400074	0.622569680213928
Fam19_Clone4_Pass20	1	0.281920701265335	0.0770341008901596	-0.435521245002747	0.0753659158945084	-0.231058746576309	-0.431560009717941	0.0078068021684885	-0.604741275310516	0.758275210857391	-0.301163524389267	-1.31255865097046	-0.809629678726196	-0.421918541193008	-0.40485554933548	-0.619008898735046	0.814518213272095	0.0476749055087566	-0.779920697212219	-0.153578892350197	-0.510068297386169	0.465533286333084
Fam31_Clone1_Pass30	1	0.00456320680677891	-0.279590159654617	0.324782699346542	-1.02530539035797	0.318096697330475	0.454339653253555	1.13294398784637	-2.58067750930786	-0.74062705039978	0.94248354434967	-0.606817662715912	0.300965338945389	-0.0862925499677658	-0.143076941370964	-0.197889372706413	0.415008217096329	0.414826393127441	-0.604575574398041	0.146559745073318	0.154799342155457	-0.0678732618689537
Fam79_Clone5_Pass21	1	-0.0108229629695416	-0.148687571287155	0.121104799211025	0.0791010335087776	-0.626136362552643	-0.0684994459152222	-0.639014899730682	0.307886362075806	-0.307446539402008	-0.274886131286621	-0.365375876426697	-0.403139263391495	0.191404044628143	-1.25612258911133	0.321644634008408	0.772932350635529	0.00600011320784688	-0.965786755084991	0.49824321269989	0.352618783712387	-0.53527170419693
Fam23_Clone11_Pass21	1	-0.26250222325325	0.161521270871162	0.0802274867892265	0.0736271664500237	0.99195408821106	0.0897960066795349	0.126317963004112	0.34109890460968	0.368551224470139	-0.397881209850311	0.81102842092514	-0.10047148168087	-0.48501455783844	-0.790754914283752	-1.27055847644806	1.16431295871735	0.120401158928871	-0.841201305389404	0.288772076368332	0.14401687681675	0.402197331190109
Fam12_Clone4_Pass22	1	-0.119567967951298	0.325516700744629	0.224757954478264	1.33199334144592	-0.219514414668083	0.4928238093853	-0.437751084566116	0.693520247936249	1.21405875682831	-1.01580905914307	0.166417881846428	1.06036686897278	0.886452078819275	0.472395092248917	1.43960297107697	0.714134216308594	-0.0952835604548454	0.828186273574829	-0.513242185115814	-0.296796441078186	0.375287234783173
